id_perfil;clase;lugares
G7FGZINOFH3RGVLEJ4CVPNMLZA;USA only;Tennessee
G7JUOTLP2E6BSVJDLMTIKFFHIQ;Undetermined;none
G7KED26DXQ4YDXNJXQL44YSRQI;Non-USA;Bangladesh
GA4CHGQOVGN3QCWHXLUTWPXGAQ;USA only;South California
GBGDVK5OXUILUPSRKHZM5ZPYRY;Undetermined;none
GCXHTKN4JMDNECASKR2VFDNLEU;USA only;Central Florida
GEGNVUWAWYANY4DNQNEYDQFMJI;USA only;South California, New York
GERP7ZIUE7KSAHPFSG6FX65V24;USA only;Oklahoma
GEZKOFCBK37K3WKHZSH4S5WROY;Undetermined;none
GFOSZ3HL3ESSCY3FK5SHPWL7SE;Undetermined;none
GGDV24I5IR7GJJIBGC6EW5TSVA;USA only;Cleveland, Ohio
GGEBZY6BBDVNRADOVXHJRS4OHE;USA only;Boston
GGYP6KICPDU2R3C4ZPDGHJENWQ;Non-USA;Montreal, Quebec, Canada
GHLDSPGHKJAOU4LT4K6YPNLI54;Non-USA;Australia
GHT4RP3S6UCG4RIB3B2AWMENFI;Non-USA;Cowra, Australia
GIQDQRSPJ7JURYIE22KTXYVS3E;Undetermined;none
GJ45QZGQ6CFZT2GYSOEEZFRJBM;USA only;San Francisco
GJ6CGE6YR2I6M4PYCBOG4NMIX4;Undetermined;none
GJDCTRZ7HU5D5UEABNXKOMX3FM;USA only;Minneapolis, Minnesota
GJK3S4JVXYAAWO6H3NEC7MUMAQ;Undetermined;none
GJSXWNUF7N3FNKYEOI7IWQ6WW4;Undetermined;none
GKO6U3FWPLH2U6VRVD6GJOH4AU;Undetermined;none
GKPEMY4NC2KXXUVHCW2HFCF23M;Undetermined;none
GLEPK7UKFCCRKVHLOEGB725GRU;Non-USA;India, Keralite, Sharjah
GLI27R3LARWBZ6ZUZ22XTWHF4M;USA only;St. Louis
GMCGQVGVW2EFDVTFSWAVTY5ZUI;Undetermined;none
GMDPZJYCBE7U5TM4JZBSHAH5EU;USA only;Delhi
GMJV5IFGPXUPF2NU5GNYRJSWFE;Non-USA;Australia
GMSE2UEUCF45RCIRWJKQP3QKNY;Undetermined;none
GO4JB4JEXBI2NXI7OSK5OOWO7Y;USA only;California
GOEUUEIG3BAU4CYXT3AXGTZP4Y;USA only;North Calorina
GOV5L34WCJNAWNU4GXZJLBBO3E;USA only;London
GPI3SJJWBJUERTNPVZXLJUIAFU;Non-USA;Africa
GQV6G4YBGVNUTZO5NI3HVXMQ24;USA only;Michigan
GR543RIFOQZFF7SI56ORSPQ6W4;USA only;Louisiana
GR7PFBLQFX2YXS5X56XDRRL7YQ;Non-USA;England
GRZAWSQAXG24RRHSCQSKYCLJ6U;Undetermined;none
GSHQJYRH6C37FGNXYDW2SG6QPE;Non-USA;UK
GT4FWEKON5MSCT25DURH2I4M4Y;Undetermined;none
GTGGW32DSZCXYMS2CQZB5WREFI;Undetermined;none
GVE3L2TVYCYLCCCTBKZ7Q64M2A;Undetermined;none
GVU4H5PMAQGTAPY7ITR5E4KJ7E;Non-USA;Glasgow, Scotland
GW3NO5PCDRWX7UZPIR2N65CZYY;Non-USA;Birmingham, England
GW6QCK7IA7NJYFPISPKN56MVYE;USA only;Tennneessee 
GW7QCXPEYT2ZTWLRTSQKK4MLKA;Undetermined;none
GWHITW2MJBWWYR3CY4VJJFIAMU;Undetermined;none
GXR2NZK43QRDAUSJD4ZHVTG2O4;Undetermined;none
GXUFFTXUKVMYFUCPHJYFJN7G74;Non-USA;Scotland, UK
GXUJ6NG2RKLQCBH7MND6MI6H7A;Undetermined;none
GXZLTCIDM47LX5ZJ5L7QVUOH34;Non-USA;Germany
GYLKKR4YYYPMMBM6OCN4VFSJTA;USA only;North California
GYOHMY5TFJQZJBEGHPVDXEAMZQ;Undetermined;none
GYX43I6IYPWQN3DEY7TY55LTUU;USA only;Washington DC
GZIYQOMYKCDGZ2ZAA5ZHCW4QD4;Undetermined;none
H23XHTBJCLKLSRI3ITDX56YMQI;Undetermined;none
H2B7GIYPKQMNYX65PSE7MMS5YE;USA only;Texas, Houston
H46F56Y72BKRGVLT4UGWQWV4TQ;Non-USA;London
H4CD6SMBS3XLIB4BPXOTUYJNYQ;Undetermined;none
H4DUEPIAZ6NAZ5NHPYWBLSYKJU;USA only;US
H5RLM7VAYM42LEQDJJHRKYEWB4;USA only;New Jersey
H6AQ47ALBYH23SB4QUTOH2OMDM;Non-USA;Orano
H6SLRJ23C6HOEXYFANODXUBB3I;USA only;Atlanta, Georgia 
H73WK5M3UY6GM4YUEWX572Y5VE;USA only;Chicago
H7LOQSYQSYL6I2LKCI7FUMP6JE;Non-USA;Tehran
HBNNN3SDYY6STB4A5TYBZNE3BE;USA only;Houston
HCSSMC7LC5FRG7R435DZLMXAXY;Undetermined;none
HD3NKCYGXMBNY3LEUSFLXCFV3U;Undetermined;none
HDESAPBZ5AGPNTXBI4CJVUIJMY;Non-USA;Stoke-on Trent, Staffordshire, England
HDIWGGIWN2CRD7L25SJZFXBX6Y;USA only;New Mexico
HDW5S4UNBPUZCBZ3M6WPRH7X2E;USA only;Carolina
HEDQ5GMS3YR7AVMOITPBUWNS44;Undetermined;none
HEJZQ3RTHA7ZEY25BSYIXBIHZI;USA only;California
HELUFKP52TZT4L3NMA6O727D4Q;USA only;Washington
HF4NSDZ6XSTTDZL6JRGTFJJUNQ;World;Texas, Iraq
HG3UM2ZHFC7EMXKR72BW3BNTNA;USA only;Nevada, Las Vegas
HGTJM2JJ6UFAFTSDAX7DYI3YC4;USA only;Atlantic City, New Jersey
HHLY37OM23AX5ZZ3S435AWRL6E;Non-USA;India, Andhra
HIQPJFVBTRSJ5K3MTQYBF5Q23A;Undetermined;none
HIXMVDZGWQMAS4SFDCPC4KSOWU;USA only;Philadelphia
HJ5XXYU6EFECNNIHN3EO3M4QHA;USA only;Dallas, Texas
HJTBK5EHD6TB2DMQ4V33IF5P3M;Non-USA;UK, Gujarat, India, Uganda
HKES7FNGLHTP374SACVPBZPPCM;Undetermined;none
HKQFC2DKQ7SOBEQJ3734W6POKQ;Undetermined;none
HL4TVOQZVLWE6VHZXHNZABBUDY;Undetermined;none
HL5F55YYJZIH4AEIYKUOFOHCMQ;Non-USA;Egypt
HLAW7F7AFPBFTOEEREELA7557U;Non-USA;England
HLKHMTP5QUIS4P6YVSVAS3MW44;Non-USA;London
HLUI2R42E44J334IZRWAKZ5OVI;USA only;Brooklyn
HPC3BZYNSJ3TV442AEKFCSNZBY;USA only;New York
HRACKGEMAHJN6IO4HZT7YXUIC4;USA only;Kansas
HRF3D662KSFZDF2JJTGFZE2DHY;USA only;Arizona
HRLQP3LY77Y37GAOSDCWNW47SM;USA only;New York
HRMA5IEU26JAFAJXNHTAMZGXVA;Non-USA;Dubai
HS36Q4DNINFX2DZMDZ2EAYL7RQ;USA only;California
HSG5QA2ZABD4EK3FWKM2YEKHSU;Non-USA;India
HTHO5OO44SIZOTEQVRVZQICIBU;Undetermined;none
HTPEVXAGLMDRDJJII2VYY6OR44;Undetermined;none
HTYGCEKMXBI7UTERQBRBBSJA5I;USA only;Maine
HVJFKNX2BR6ZIU475JZ4CBDDGY;Non-USA;England
HWAVL56PNZE5CBFL34ZD7UWSBU;Non-USA;Canada
HWBFAPQPZGBIVEZLSTSXYKFSP4;Undetermined;none
HXEOCTWUGVEZ7W5VIFC7JBB7BE;USA only;California
HXX66H2UMASKYR4ZNG2U7QRQ6Q;Non-USA;India
HYHR7EJ3I6BWFMPNWIL3JV72AE;Non-USA;New Zealand
HZOGVPKC2TYOEIUMILBOFSAIL4;Undetermined;none
I24XPYS63PFBT3H6SFTPE6OJSI;USA only;Madison, Wisconsin
I2XYW5EKU5UWRHJ35BBLD37FJE;USA only;Las Vegas
I3ISQ6WSKFLMWR2WRTR7T35II4;Undetermined;none
I42EFX3Z7GMV5T3HADNYHOGBJQ;USA only;Jacksonville, Florida
I4JUBW3PHEXTBXJJPH6IQ7KZ3Y;Non-USA;Caribbean
I4P44NQK34L4R2L3NFGI2QZRGQ;USA only;Sacramento, California
I4WCHXOR2A6N7IF3D63AW5G2GQ;Non-USA;Delhi
I5526MZK6LZVLG7HWLOCYLWDCE;USA only;Los Angeles
I5OC2ACDFHNRNWNFYFC3YPT6LU;USA only;Pamplico, South Carolina
I5V6TOC7QHE7J7K4LJYPYI2XAY;USA only;Owyhee County, Oregon
I6IEXNRUWBIMLSMUI2NKQBAYHE;Undetermined;none
I6TQPMBG72OG765IZPYC7G56CE;Non-USA;Philippines
I6W7Q7FKLI7GHKUH4736YEJIDE;USA only;Boston
I7FEH3FUTIMTKZH7P6AHDO5SN4;Non-USA;England
IBH42IMUU3XWDB5X6UQ6PQ3CVE;USA only;Chicago
IBIAYAX7Q5ZW2XEGLHPPQCHIFQ;Non-USA;Canada
IC2L5CIQ4HAAYAIKBAW2PGRFQY;USA only;Texas
IEBXVZZK4OBIRRGWDBNKYN4OGU;Non-USA;England
IEBYH6UVVYQLWLGHYLYSDV7HJM;USA only;Oklahoma
IFJQFTUV7GBC726QHRKXBJITBI;USA only;Florida
IFPAPTB7HFH6A6G55Y5SG4COZQ;USA only;New York
IGJ46IN3CPG5AN2KZWTOZZUK3U;USA only;Oregon
IGWM7JW2CQGBTB27OPGCCWRZOU;USA only;California
IH4W3QZ6ZYIIBCKCZA76BPLJLY;Undetermined;none
IH6RT56P7GQOURRULIOSN6KX5A;USA only;Buffalo, New York
IHTN5UISEC6EHPFJTAMHDQKJQY;Undetermined;none
II274JNNG27XYNUAAW7VSNEFAY;Undetermined;none
IIGZBVBPGDXIR53PYFYQ25K3IE;Undetermined;none
IIVZB3AZ23ZBG3FRPCYAOXHAYA;USA only;New Mexico
IKETS4PB3DFOASFKDXJEP4YJDI;USA only;San Jose
IKHGO2WKBN7VGKGU7T4S43JLLA;USA only;Fresno, California
ILE4UUC7RX4APXUT5SQYH7AGPA;USA only;Ohio
ILEXJIASXRBEP2LR2CF6Q3YIN4;USA only;California
IMNEI6ZDEXIBQJVCDDLKJPATSU;USA only;Oregon
IMXG47SIJ637NVT3MAKJWDKTM4;Non-USA;Hungary
INUQVYZZVC4ABLBYIX5SNLFHDY;Undetermined;none
ION6XCHIHW3OCZMHGWSHY7PTD4;USA only;Birmingham, Alabama
IOOCF4WZL3YLNZECB267NVXUBY;Undetermined;none
IP2WCIATRRXW7GM6UQIPPROVRQ;Undetermined;none
IPAVFYXW2LQ47S23LDMOGT6L44;USA only;Georgia, Atlanta, San Jose, California
IQC7JYK42S7KBW2DZ74V2FEYZQ;Non-USA;Ireland
IQJXLC6ADFRGYUWWP523YXR5YU;Undetermined;none
IRNZFQIM54H4SEQFGKHG6XCATE;USA only;Riverside County, California, Pensacola, Florida
IRUD7BTGGU2WMC5LXMXZTJJIUQ;Non-USA;Birmingham, England
ISZQMLERGW4PPTUE3T4F7AGD44;Undetermined;none
ITFXNJRP2VGIABC6ABGTKFSCXI;Undetermined;none
ITJVD7WBJGEVVCNE2MUQDVAKPU;Non-USA;Jakarta, Indonesia
ITR6VIBH2DQKHYOXMAUW5AVDR4;Undetermined;none
ITSVJJDHOUYRZPIDY2M356LPFE;USA only;Pensacola, Florida
IUOQROHK5RR6NDHF6NBNNPIXSQ;USA only;North Carolina
IUP44FW6T544VRJIZQH5CS5NUU;USA only;Los Angeles, Kansas
IUPQMEBV6M6HVBDQYUB7GU2MQ4;Undetermined;none
IVF42ZHEKUL3D44NTQBJKJXELQ;Non-USA;Scotland
IVHVCSBMCNE5P766KRF3Y55BBM;USA only;Massachusetts
IWOTZ65S4SLH6OYTGFQUW64BGQ;USA only;Texas
IXITJPONUV5HA5ULWIB6JK4BMQ;USA only;Columbus, Ohio
IXZTABHLYOSHGJSQM3PSAFF4ZQ;USA only;Worcester
IYDFJUIM7XDYVZUP6IKHQCNHWQ;Non-USA;Australia
IYOKT7B6CL7JMFQXFUVBPJTS34;World;US, England
J32XFNGHTKF3WDVKCPVMGAOS5Y;USA only;New York
J3GSPWSUVQ6ZPAFJ4XPDOV2QFQ;USA only;Florida
J4DYEU2BBNNPZBZB2BRFCPEQOY;USA only;Miami, New York
J5HMSE5ZW2XIMFWIXAN7BJY23Q;Undetermined;none
J5SPK6WNZ7UPOGP7G3RWVXYW3Q;USA only;Palm Beach, Florida
J5ZZTKCXAO4MOD2FDP45TULP7I;Non-USA;Sidoarjo, East Java
J6D3FY54QOUHSNURV4IYNAZ2VU;Non-USA;Swedish
J73BJTFF3SSTHZGZKNXMAWUVDU;Undetermined;none
J7EH3P75FU7HHCF2EY4QTOPVY4;Undetermined;none
J7NZOC6LAI3NJN5QE6VL4BWLOA;Undetermined;none
JABLYN26SRX2XZTSVN6UNBP4VE;USA only;Helotes
JANGYU67JQAJUMUSTCYUFQRCIQ;USA only;Florida, Brooklyn, New York
JARK3K66H5ONWZPKNJY6N4YSYQ;Non-USA;Belize
JBOCJXMF7A6ECJHOQGS5D5MNQI;Non-USA;India, New Delhi
JBQJQOWLHEWIYMBWQTKZGYMCEA;USA only;Georgia, Manhattan, Philadelphia
JCX53OGNUKQXPLAV2RYLK4N32I;Non-USA;London
JD4F6XRQMFGFJZ4JOJB23FRMHU;USA only;Berkeley, California
JE6TMEBY4PDBISIPQHIMXBMA2Y;World;Mexico, US
JEMFFYIWCXF6Y5R3J2SSHNR7VI;USA only;Virginia
JENGAMS5HG574SQIMIRUWKIWL4;Non-USA;Guernsey
JETM4G63BESJD75UU5VRYWU2DU;USA only;New York
JEYQ46HJJZ4G5CEJDZQ5SIBWFU;Undetermined;none
JF2Q526SHJ2LEZGMMEYYBV32EQ;USA only;Ellensburg, Washington
JF5COB5GTNDGP23MZEHJREIJCU;Non-USA;Novi Sad, Serbia
JFQWH2AGE3WEAN3RBMWX3GFQSY;Undetermined;none
JGWUPCHO5WSMT6D73U477LJAW4;Undetermined;none
JH7B27ELKDKWIE5QBPZ7EANIYU;Non-USA;Georgia
JHJGSENJ4FWKJOLHFOM2FAOHFA;USA only;Brooklyn, New York
JHY5GA5JGG2GVY6LCUQYSTPY7U;Undetermined;none
JIIZENA2OEEW7TLX7KPIL3JKVU;USA only;St. Louis, Missouri
JIK3V2ZE34L55UNKVUUWDJM6YA;Undetermined;none
JIMOR4BSL5BNXSEOZNEYNFUHBM;USA only;Arkansas
JIOJGA2IDXRJSGP4M6SUZCUMPY;Non-USA;Glasgow, Scotland
JKHOFHJVWC2P553KEYK5TXIT3Q;Undetermined;none
JKLUTXSCK3W7TASBY33T4FQD5E;USA only;Nashville, Tennessee
JKN7LM5WZSUMRE3PXNEUAIONLY;Non-USA;Canada
JL7BYCB2DVUOITBAOUQFAYKUCY;Non-USA;Czech Republic
JM77LHUQR2JOVDS2X43XHO67EI;USA only;Hopkins, Minnesota, Appleton, Wisconsin
JMDNC5M6GOPNBZTJRKL4TB6IBY;Non-USA;Romania
JMDXMH4J2HQMGIUAZVGLCXIFWQ;World;Europe, US, Africa
JMNFDLID73M4WR27BX2EIW6YYY;Non-USA;Australia, Penrith, New South Wales
JN2ZX3HOKNOOUKXKEIZXDPF7FU;USA only;Minnesota
JNC2XNV3QUJUDOLHWYZ2M7ZNC4;USA only;Colorado, California
JNCABH45WMIZITUIDZN64HQAUU;Undetermined;none
JNDEWZRXV3FC7PEXKVCQYIGLUA;World;Columbus, Georgia, New Mexico
JO3TZWGYNPBR5XZVXAQ6W5TCD4;USA only;Cincinnati
JOBRFK2Z25GBXIFLYCDUWU7FRM;USA only;US
JOIDXKQDKD6IJ75HBWSC625ZII;USA only;Arkansas
JPLIGIJAOHHBPD5F7NSD63SOGU;Non-USA;Egypt
JQ4I5PIKUVOTE3KFEDI4KKTFFM;Undetermined;none
JQBPPYLTF4DIOYRLMFHJ34TJXU;Undetermined;none
JRKNWL32C4U7YYJ5IFKRMI3QYM;Undetermined;none
JRW6UVN6QIN6Z4VS23PAGWTYJU;Undetermined;none
JSDEWDPGVEXE2ADWY7LJP5JFWI;Undetermined;none
JSDSL2ZFQ5JQOPV4ZZB6JXE3ZM;USA only;Saint Joseph, Maysville, Missouri
JTXETXVDM7ZSVCF36ZINOXT76Y;Undetermined;none
JUAZR637ZCQRKKMF2I4DWTLFQI;Undetermined;none
JV7M3MRGFUOB4YZESEKMZLRENI;World;Mexico, US, Canada
JVKRKMS7LZZP4I2OX5I2IW5BXY;USA only;California
JWRLMFV43CE4WWNHA6GJCUQB3Y;USA only;California
JWZC4WR4RPVLWMTP2BNPHEPQME;USA only;Arizona, Florida
JYPZMBBODBIS4HNX23LRRP5UOQ;USA only;New York, Hollywood
JYWO2ZXBCNRGMF6D2RNQ7FBJMA;Undetermined;none
JZF72HBLUTYSTXKZWMAGA3LCME;World;Korean, New York
JZGJFPJZPYZISVQGPZPMGCF64U;Non-USA;Africa
K3BQCGURNCKWIDKL7265N5LROU;USA only;Connecticut
K45PFECMYDLQIPCP7UNN6EZ35Y;Undetermined;none
K4N7DYZTRD3ABOPDY22P4EHO5M;USA only;New England
K4NOGQCRJHZPEDDVDLMDZVCQ5M;USA only;Virginia
K5PXABOYHPDDDUNBM2OLOSSOAM;World;Scotland, Dublin, Penicuik
K5VDGYR45AORJONF6I2BPMHPXU;USA only;Utah
K63XYB432HFSHCSX6ZQVXF2N5A;Non-USA;Cambodia
K6IP6LQ4JP4GXP3N5LPYNQESE4;USA only;California
K6UC3FVVDH6ELI3LRH7553VIFE;USA only;Dallas, Texas
K6ZO77XQXVU7C2N4N3S4CFRZOQ;Non-USA;Australia
K7XPR5776M56K5IBGUITLA6OZM;USA only;Orange County, California
K7YZMNO3UODOP2O7WYFAT37RNI;Non-USA;Guernsey, Gorbals, Glasgow
KAMRR6SKUWIZ4GN3INJ5GI6N5E;Non-USA;Kuantan, Malaysia
KAMUD2ODQPR43XDAEH5DJM3SFM;World;Bengali, Delhi, Kolkata
KAOJUJYTUS7IU3LZMW4CKXPTN4;Non-USA;UK
KB4RURW7QPBTK5L7JK3TJZQQPQ;Non-USA;Augusta, Georgia
KBOZEBC3I67R3GK4BA5HWX3GUM;USA only;Highlands Ranch, Colorado
KCFRS37PYBJXVYD2S7SWJA6A5U;USA only;Seattle, Washington
KCI5TDBXONA6AJ7EPTJU3SBG6E;USA only;Pittsburg, California
KDKJFRB252O7PW4RDDD7QBOGDM;Non-USA;Sydney, Australia
KDNM7P5TXZ6A3GPXB6PDNHQ2QI;Non-USA;Ajax, Canada, Oshawa, Ontario
KDSBHH4U5EPFXCBCX5CI7PR26A;Undetermined;none
KDV4KIKRK2KPPVDPNHDPWLIQNA;Undetermined;none
KEC76KFVA55WK2IVALMW3YYLSA;Undetermined;none
KEEZF3XFKRXIER7E3ORQJEHIPU;USA only;Pennsylvania
KEO6STD4JEGBEQEBVZYZBKEQSY;USA only;Tennessee
KEXI4GQ4UO6CGVN76NEI2RFV3E;Undetermined;none
KEXPY6BCXYXRMYI7JAQTDPUTHU;USA only;Columbus, Ohio
KFKKUZH6WBGJQEOATDJ2Y2HXUM;Non-USA;Staffordshire, England
KFYGZP7VDDQE5GWYFNXANOHWOM;Non-USA;Ireland
KGGLZGC3OBYFZB5CAVSJ4XFTQ4;USA only;Philadelphia, Badlandz
KGPJRFNTQORWTOVO3R3EJVQOOU;USA only;Chicago, Illinois
KGUMNMUQZN246PAHWVWJCLTGHE;USA only;Minneapolis
KGVBZLK6PUKQBKTEVYLA54DAQM;Non-USA;Pilani, India
KGWI26K4G2KVLL74N25ZAKO3UM;USA only;San Diego, California
KHDAMQAKOMWR5R2WLRXOSS3NP4;Non-USA;India
KHDTDJZ4FPRFFPQACLHJYQ4SMI;Non-USA;Venezuela
KHOXSXLO2CYG3VDIPR7SJAX6O4;Undetermined;none
KHYQMCVFB2Q4VZT7M6DTHSJTPA;Undetermined;none
KHZ345OSTGWXSIRGQEM65BCGQ4;USA only;Ohio
KJ5G4QCLGCBAAH3WGKER6YE3PY;USA only;Deltona, Florida
KJONZ4CULWJJSCO7L5CB6UYD2Q;USA only;Charleston, Virginia
KJZCI3ZYRTD5AOYOYLBA7MH3AA;Undetermined;none
KL3F7NURYZJ3U62MY2SPRKDYIE;Non-USA;Beijing, China
KL3MALSBCA7T46IYRXWPZYULKQ;USA only;Ohio
KM3Q5BY236LLWVOBLTLC3FKWNA;Undetermined;none
KMDIX7QF77PASIJMDR6FHHVIFY;Undetermined;none
KOVCTQMVUVG22HYWSJ34RUXWEA;Undetermined;none
KPD5SO2SIXNYRET3HYHXUNP75U;USA only;Alabama
KPMG6EE3HG7FFPXU456J3ZVAWM;Non-USA;Manchester, England
KPS4VHFMY2UP72SABO5OLM523Q;World;Arizona, California, Washington, Seattle,  India, Turkey, Middle East, Ecuador, Southeast Asia, Thailand, Laos, Abu Dhabi
KQ23CZHYG7UG2CQTICXSLMXSAU;Non-USA;Scotland
KQH52O76PGK3DOV5BS5ZBGLD2A;Undetermined;none
KR6FPIURI5D7KLD532Z7C7FR6U;USA only;Lexington, Kentucky
KRSUSARBBTNG7UFE4OLJYX2DSU;Non-USA;Scotland
KRTUGIEMEPDRWTUGXWKC4KKCBM;Undetermined;none
KRW3IGJL3XBVCGAO7KYXBNXCNE;USA only;Buffalo, New York
KS73IO4CHI6J3KBEG2NVAK4IJQ;Non-USA;UK
KSGG6UVFPRLBSIP36MHDQP3SJE;Non-USA;Newfoundland, Canada
KSZT7Q5IJW64W5OFLNWHHILXO4;Undetermined;none
KTCM2GZSZCXPMTCR5EFGPLKRV4;USA only;California
KUD7OQJVRDTKPLGY6SDBB4RA6Q;USA only;Michigan
KUJGVE3WPZVUSOABJ5XIJKIFCI;Undetermined;none
KUPBGCE7R3E5NDBFEEDTYFNIXM;USA only;Asheville, North Carolina
KV3YLBJCOJHDTVITOTJOZIN3MA;Non-USA;India
KVMLSOIO7SRURO4RKTF4OXGSQM;USA only;Emerald City, Seattle
KW5BHFEJNPVJ4RDHYZLSRKIISY;Non-USA;Alberta
KWF3L4WAGSWGFVDIK2236P7RPY;USA only;Michigan
KWQSPBOXCQP52NICYKDP356OK4;Undetermined;none
KX7PBIM7L7P6PIXVINT3LIPKNA;Undetermined;none
KYCL2TNZ757DUHSAWTHP24CARA;USA only;New England
KZDXPS733CCMOOLHNTLKK6GNVY;World;Manchester, UK, Italy
L23IGCDBOCGNZJKPLWLJTIWLXU;USA only;California
L24DJEYN34W6DNH6HKOETTO2PM;Non-USA;England
L25NROPH33VRAGJVOQMYYTYIG4;Non-USA;Dublin
L2NYQGCY6VLD64LABP6W56Q45M;Non-USA;Puebla Pue., Mexico
L3T6TENARTFO7BQ7Z4HLIDCK7M;Undetermined;none
L4FQVVL57MCYJMKDXJFRJDPFEQ;Undetermined;none
L4YA76NYLLUAWXYTLHSYMXPBNU;Undetermined;none
L4ZFEXMQ2ME255PAVLZJTESSDE;USA only;US
L5LFLBIUK67TAVYCXBHJUWP7EE;Non-USA;Islamabad, Pakistan
L5MPFFNMOZ6P4LXRKQWZOPZFBE;USA only;Washington
L6H6NIS4SUCLPHOMNS3ZXEGMOI;USA only;Houston, Texas
L6HIV3QW46WJB7Y5ZHV2N4SWPI;Non-USA;UK
L6M76DNKLOFWV6ORBU3DIEO634;Undetermined;none
L747GSS53CBDBN7GTRL6OJG3DE;USA only;Las Vegas
L77QFG6M7T4R3QVIBUBMSIYJIE;Non-USA;UK
L7MEBOWOVDOYY6Q2E53B7RBRU4;Non-USA;Argentina
LAW37A7GG5AF36WMLSKNPROFMY;USA only;Los Angeles, New York
LAXZVW72MX4676YD3SXLI7KZ5E;USA only;Atlanta, Georgia
LD7HQHZHEIZ6CBB7BWRN5IM74A;Undetermined;none
LDB5X74Z7QDXK5SAHFFIGQDVD4;USA only;Wisconsin
LE5CQVQALCPWLRUROX4ZMEHGKY;USA only;California
LE6RNPEG7NKUCW62GTAFK4F7YU;Non-USA;London
LEAR6TZ24DFC6H76CT23PZMWXQ;USA only;Ohio
LEBEHANPRJ35CEPQYYSA54TGUQ;Non-USA;Indiana, German, French
LEJ47YBXFTOAAAYF5IAKJ5LFF4;Non-USA;Oxfordshire, England
LEULHZY2YSJF4J722V7VZWRAUI;Undetermined;none
LFCQCGMFIEZ67EVM6QJJGAOW2M;USA only;Washington DC
LGJQQ57Q2FFCH7OLZV3CI7H5NE;World;Canada, US, Mexico, Australia, New Zealand, Greece, Egypt
LGP6VOVLBN27PQZHAY5MPJXJEU;USA only;Texas
LH7QE46UXUS33CQ4WS2MP5NIUU;Undetermined;none
LHCTUTRQRNBM7DUHF6N7LTEBEY;Undetermined;none
LHN4CZZWWA732GPUXUR4SP7B34;Undetermined;none
LIVDL2GW3CP5S7AG2IHT32BZII;Undetermined;none
LJAEUZYTBZCB4PE4LQGSOWHJ3U;USA only;Yukon, Oklahoma
LJFRJ4YNMEJHPVZ6H3546PYCGM;Non-USA;Ukraine, Kiev, Soviet Union
LJGEMDH5HRDVGJ6NZZ32VMSFS4;USA only;New York
LJWLXX7J44NPXG55NMTY425PHE;Undetermined;none
LKGHSHIDEA3PMZ3R4YZ7TADF2Y;Undetermined;none
LKXWBQSVBUZMD54SSVM7EDXIUE;USA only;San Diego, California
LKYRJBUAW7BYWKNEJA7X4J3GZE;Non-USA;Australia
LLSQVIHEMCFJDBMYE2NY22WHEA;Undetermined;none
LLZDUJBZ3OVQQCP7R4JUVQIJLE;USA only;Houston
LM5B6T3FJ4XDORLXNSXK74REZQ;USA only;Massachusetts
LO36QVPLEZ7VGBKVCJZRLN7KWY;Undetermined;none
LO7EV3F3E2UNMMYAUYITNYW4KQ;Non-USA;Melbourne, Australia
LOCLMZMMRYPT2GEJGJSCM2B6T4;Non-USA;London
LONVMMS4P25H5SNC74YN2X47YY;Non-USA;Kerala, India
LPTTVJ4WQ5PGCY3YKNGBUZUR5U;USA only;Minnesota
LQMWMWZW4S45CA5USD4U76665A;USA only;Chicago,  New York
LR7SCYYWFQKFDYYE55GFIM3LDA;USA only;Texas
LS642NVH2WDDRHXSQHDZDRFF6I;Undetermined;none
LSIQ3TTX3MLZIHYAB4AX7WNRIM;Undetermined;none
LSW5LKBORZ4MTMAUTVBWRVFENE;Non-USA;Australia
LT54HQD5GM6MZOAEX7QFX5QU3E;Non-USA;London
LTVW5LPH62SZIHDSQPVDRKZP6Q;USA only;Kansas
LUZ5R533J5MQCAWDK7YOZVNHYI;USA only;US
LV26BU7E73MW664TXULTS43JII;USA only;Florida
LWHTWKUGRC7NVRMWPKGXIP7H6Y;USA only;Virginia
LWKH55FHVSLJLWARTRVE4WBLEE;USA only;Virginia, Indiana
LWZA4ZVL2WYXUJXFLZ3CFMZDHI;USA only;Utah
LXGLIFG3BBCASKS5RS7OFNODVE;Undetermined;none
LXPFHMPZKYQ5Q7KP2HJ4KP7WNA;World;Brazil, Georgia
LY64UYW76MG7SBVIPP5YTSIFXY;Non-USA;England
LYK6BJNIBVULG463GFLPHR4FSE;USA only;Charlotte, North Carolina
LYQVLSFNAMQSQNUTHUIIUVMKXY;USA only;Gaston, South Carolina
LZ4QV7EPAOFFRCQX6RZUDSIZJQ;USA only;Virginia, Hawaii
LZ5JHTF2DJBL7G3AYEDWOGM3VQ;Undetermined;none
LZGR76TJLLXB5IHO5LORD2WZ4U;USA only;Kuwait, California, Bakersfield
LZSNM5SJI4HLTFYBT5KQBCKYLE;USA only;California
M256FFRFRN62EGMCEWNZN25KRA;USA only;Oklahoma
M3Q5E6LK5DHJ6QPTKINOEJOKBY;Non-USA;New Zealand
M3T4XE3FQNVL25PXDOGVHYSCDQ;USA only;Norfolk, Virginia
M5J4F2PB6DPSSFBFHP4TDMB64U;Non-USA;Canada
M5KOON5HLNB6OPXQEOS5YZG4AI;Non-USA;Ontario, Canada, Toronto
M5LRKKJMMLDDMIIFP66WJQBXMQ;USA only;Kentucky
